캐리비안의 해적 OST
0.16
223.85
0.17
224.79
0.14
225.18
0.15
223.04
0.26
216.92
0.1
219.49
0.14
220.95
0.23
203.53
0.4
187.09
0.17
212.86
0.23
228.1
0.21
216.07
0.15
221.83
0.22
211.57
0.42
216.71
0.21
215.95
0.24
217.08
0.15
216.36
0.16
225.01
0.12
235.81
0.16
233.18
0.27
230.52
0.19
229.63
0.29
237.0
0.11
239.53
0.22
231.21
0.4
247.75
0.47
231.86
0.14
227.78
0.16
247.04
0.16
242.27
0.2
241.72
0.37
244.76
0.36
243.8
0.53
247.77
0.37
214.2
0.38
191.7
0.24
237.92
0.21
226.35
0.2
223.32
0.25
222.41
0.29
223.99
0.22
220.17
0.2
216.21
0.32
211.53
0.16
213.52
0.27
201.34
0.03
